objectid,filename,title,creator,date,description,subject,location,latitude,longitude,source,identifier,display_template,type,format,language,rights,rightsstatement
col008_mp_59,col008_meridianpolice_052.jpg,"Police Chief W.O. ""Bud"" McGill",Meridian Police Department,1946,"Photo circa 1946 when Bud McGill, son of former Meridian Marshall John McGill,  served as Meridian Police Chief until his death in 1951.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_60,col008_meridianpolice_053.jpg,Police Chief Steve McGill,Meridian Police Department,1953,"Photo of Steve McGill, son of former Marshall John McGill and brother of Police Chief Bud McGill. Steve McGill was named Meridian Chief of Police in August 1953 and for three years was the only officer in Meridian. In August of 1956, McGill was able to hire an extra officer so he was not on call 24 hours a day. Steve McGill remained Chief of Police until his death in December of 1960. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_61,col008_meridianpolice_054.jpg,Police Chief Gary Green ,Meridian Police Department,1974,"Photo of Police Chief Gary Green, who served from 1974-1979.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_62,col008_meridianpolice_055.jpg,Police Chief Roger Sherwin,Meridian Police Department,1979,"Photo of Police Chief Roger Sherwin, who served from April 1979 to December 1980. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_63,col008_meridianpolice_056.jpg,Police Chief Doug Nichols,Meridian Police Department,1981,"Photo of Police Chief Doug Nichols, who served from December 1980 to January 1985.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_64,col008_meridianpolice_057.jpg,Police Chief Roy Porter,Meridian Police Department,1985,"Photo of Police Chief Roy Porter, who served from 1985-1989. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_65,col008_meridianpolice_058.jpg,"Police Chief W.L. ""Bill"" Gordon (Color Photo)",Meridian Police Department,1989,"Photo of Police Chief Bill Gordon, who served from May 1989 to September 2001. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_66,col008_meridianpolice_059.jpg,"Police Chief W.L. ""Bill"" Gordon (Black & White Photo)",Meridian Police Department,1989,"Photo of Police Chief Bill Gordon, who served from May 1989 to September 2001. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_67,col008_meridianpolice_060.jpg,Police Chief Mike Worley ,Meridian Police Department,2001,"Photo of Police Chief Mike Worley, who served from October 2001 to July 31, 2003. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_68,col008_meridianpolice_061.jpg,"Police Chief William ""Bill"" Musser",Meridian Police Department,2003,"Photo of Police Chief William Musser, who served from August 2003 to August 2007. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_69,col008_meridianpolice_062.jpg,Police Chief Jeff Lavey ,Hill Photography,2007,"Photo of Police Chief Jeff Lavey, who served from September 2007 to January 3, 2021. Chief Lavey was selected after Meridian initially spent months looking nationally to fill the open vacancy after Musser retired. After narrowing the search down to two out of state finalists, Meridian bypassed their initial candidates and picked Lavey, perfering the current interim Police Chief. Photo by Hill Photography. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_70,col008_meridianpolice_063.jpg,Meridian Police Car at City Hall Building,Meridian Police Department,1988,Meridian Police Car backed into parking space at corner of City Hall building (33 E. Idaho St.). Photo from 1988. ,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_71,col008_meridianpolice_064.jpg,Meridian City Police Building,Meridian Police Department,1993,Old Meridian Police Department Building at 201 E. Idaho Street. Photo from 1993. ,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_72,col008_meridianpolice_065.jpg,2011 Meridian Police Traffic Team,Detective Craig Fawley,2011,"2011 Meridian Police Traffic Team, from left to right: Officer Justin Root, Officer Monte Price, Sergeant John Gonzales, Corporal Mark Ford, Officer Will Stoy, and Officer Randall Goodspeed. Photography by Detective Craig Fawley",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_73,col008_meridianpolice_066.jpg,Meridian Police Department Explorer Program,Meridian Police Department,2000,Photo circa 2000 shows Meridian Police Department Explorers. ,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_74,col008_meridianpolice_067.jpg,Meridian Police Department Records/Office Staff,Meridian Police Department,1997,"From left to right: Jean Moore, Laree Miller, Robyn Slocum. Photo 1997. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_75,col008_meridianpolice_068.jpg,Meridian Police Department Officers,Meridian Police Department,1996,Photo circa 1996,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_76,col008_meridianpolice_069.jpg,Meridian Police Department Officers,Meridian Police Department,1996,"Back Row: Kevin Robertson, Bill Musser, Gene Trakel; Middle Row: Eric Strolberg, Bill Volker, Rick Murphy, Chief Bill Gordon, Kathy Kirby, Steve Bradley, Brent Crystal; Front Row: Cindy Bradley, Bob Stowe, Dave Hoffmann, Rick Shadduck. Photo from 1996.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_77,col008_meridianpolice_070.jpg,Meridian Police Department Staff at City Hall,Image West Studios,1990,"Meridian Police Department Staff on the steps of former Meridian City Hall Building. Back Row: Bob Giesler, Dough Weast, John Overton, Steve Boling, Bill Musser, Kevin Robertson, Chief Bill Gordon; Middle Row: Rick Murphy, Norm Williams, Jerry Payne, Steve Bradley, Dwight Hosford; Front Row: Gene Trakel, Jean Moore, Richard Donahue, Gary Cushman, Paul Carrera, Candy Tipton. Photo from 1990. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_78,col008_meridianpolice_071.jpg,Meridian Police Department Staff,Meridian Police Department,1996-05-13,"Meridian Police Department Staff on May 13, 1996. Front Row: Chief W.L. ""Bill"" Gordon, LaRee Crystal, Candy Tipton, Jean Moore, Lieutenant Dave Bowman; Back Row: Detective Jim Miller, Detective Mike Lock, Detective John Overton, Detective Norm Williams, Alan Riggle (Animal Control), Detective Dwight Hosford, Detective Joe Miller",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_79,col008_meridianpolice_072.jpg,"Ribbon Cutting Ceremony, New MPD Building",Meridian Police Department,1995-10-01,"New Meridian Police Department (201 E. Idaho Street) ribbon cutting ceremony on October 1, 1995. Prior to this, the Meridian Police Department shared the City Hall building. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_80,col008_meridianpolice_073.jpg,Meridian Police Bike Patrol Officers,Meridian Police Department,1997,Meridian bike patrol officers Kevin Robertson and Jim Miller,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_81,col008_meridianpolice_074.jpg,Meridian Motorcycle Officers,Meridian Police Department,1997,"Meridian motorcycle officers Sergeant Gene Trakel and Rick Murphy, with three currently unidentified individuals in the middle of the photo. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_82,col008_meridianpolice_075.jpg,The Officers Bradley,Meridian Police Department,1996,Meridian police officers Cindy Bradley and Steve Bradley,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_83,col008_meridianpolice_076.jpg,Photo of early Meridian Police Department Location (1981),Meridian Police Department,1981,"Photo of early Meridian Police Department Building, circa 1981",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_84,col008_meridianpolice_077.jpg,Photo of early Meridian Police Department Location (1973),Meridian Police Department,1973,"Photo of early Meridian Police Department Building, circa 1973",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_85,col008_meridianpolice_078.jpg,Meridian Police Drag Racing Car,Meridian Police Department,1998,"Meridian Police drag racing car with Police Chief Bill Gordon, in 1998 at Firebird Raceway in Eagle, Idaho.  ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_86,col008_meridianpolice_079.jpg,Meridian PAL Ice Hockey 2000,Meridian Police Department,2000,Meridian PAL Ice Hockey 2000,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_87,col008_meridianpolice_080.jpg,Zamzows K-9 Kennel Campaign Advertisment,Zamzows/Meridian Police Department,2005,"Zamzows sponsored a K-9 Kennel Campaign for the Meridian Police Department's new Police K-9 Training Center. Almost all the materials used for the training center project were donated by local businesses, and Zamzows wanted to help the center by providing dog kennels. Inidivudals simply filled out a pledge form with a cash donation and Zamzows displayed their name. At the time of the center opening, Zamzows helped donate 14 dog kennels. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_88,col008_meridianpolice_081.jpg,Meridian Police K-9 Training Center Ribbon Cutting Ceremony,Shelly Houston/Meridian Police Department,2006-06-07,"Photo collage of photos from the June 7, 2006 grand opening ribbon cutting ceremony of the Meridian Police Department's Police K-9 Training Center. Photography by Shelly Houston. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_89,col008_meridianpolice_082.jpg,Meridian Police K-9 & Patrol Car ,Meridian Police Department,2010,"Meridian Police K-9 & Patrol Car, circa 2010s",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_90,col008_meridianpolice_083.jpg,Meridian Police Officers & 4 Police K-9s,Meridian Police Department,2010,"Four police K-9s with officers J. Lindley, J. Brown, B. Stokes, S. Washburn, S. Colaianni, circa 2010s",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_91,col008_meridianpolice_084.jpg,Police K-9 in Training,Meridian Police Department,2010,"Police K-9 in training, circa 2010s. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_92,col008_meridianpolice_085.jpg,Officer Brown & Police Dog ,Meridian Police Department,2010,"Officer J. Brown and his police K-9, circa 2010s",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_93,col008_meridianpolice_086.jpg,K-9 Officers with Their Police Dogs,Meridian Police Department,2010,"K-9 Officers B. Stokes, J. Brown, and unidentified officer, circa 2010s.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_94,col008_meridianpolice_087.jpg,Police K-9 in Training,Meridian Police Department,2010,"Police K-9 in training, circa late 2010s. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_95,col008_meridianpolice_088.jpg,Police K-9 Next to White Police Car,Meridian Police Department,2010,"Police K-9 Next to White Police Car, circa 2010s",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_96,col008_meridianpolice_089.jpg,Meridian Police K-9 Car,Meridian Police Department,2010,"Meridian Police K-9 Car, circa 2010s ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_97,col008_meridianpolice_090.jpg,Police K-9 Next to White Police Car,Meridian Police Department,2010,"Police K-9 Next to White Police Car, circa 2010s",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_98,col008_meridianpolice_091.jpg,Meridian Police K-9,Meridian Police Department,2010,"Meridian Police K-9, circa 2010s",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_99,col008_meridianpolice_092.jpg,Meridian Police Race Car,Meridian Police Department,2010,"Meridian Police Race Car, circa 2010s",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
col008_mp_100,col008_meridianpolice_093.jpg,Cops-N-Kids PAL 1997 Soccer Team ,Meridian Police Department,1997,"Meridian Police Officer Rick Shadduck with the PAL soccer team, 1997",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,,image,Image;StillImage,image/jpeg,eng,,
