objectid,title,creator,date,description,subject,location,latitude,longitude,source,display_template,type,format,language,rights,rightsstatement,filename,identifier,object_location,image_small,image_thumb
col008_mp_52,Police Chief Gene Hiner Scrapbook Part 4,Gene Hiner Family,1956,"The Police Chief Gene Hiner Scrapbook was prepared by the family of Gene Hiner and gifted to the Meridian Police Department. The Hiner family and the MPD have provided permission for this scrapbook to be included in this digital collection. Digitization staff have divided the scrapbook into 7 parts for website use. The scrapbook collection, in all its parts combined, contains certificates of achievement presented to Gene Hiner, photographs of crime evidence, photographs of police officers, newspaper articles detailing events related to the Meridian Police Department and the City of Meridian, letters of recommendation in behalf of Gene Hiner, letters of recognition to MPD and Gene Hiner, and other items. The scrapbook collection as a whole contains content from 1956 to 1992. The majority of the content focuses from the 1960s into the early 1970s. ",Police forces; Police officers; Police service; Policemen; suburban police; Press and Police; Police Chiefs; Police-Public Relations,"Meridian, Idaho",43.6094542,-116.3931117,"Police Chief Gene Hiner Scrapbook, Meridian Police Department",pdf,text,application/pdf,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_mphinerscrapbook_part4.pdf,col008_mphinerscrapbook_part4,objects/col008_mphinerscrapbook_part4.pdf,objects/small/col008_mphinerscrapbook_part4_sm.jpg,objects/thumbs/col008_mphinerscrapbook_part4_th.jpg
col008_mp_53,Police Chief Gene Hiner Scrapbook Part 5,Gene Hiner Family,1956,"The Police Chief Gene Hiner Scrapbook was prepared by the family of Gene Hiner and gifted to the Meridian Police Department. The Hiner family and the MPD have provided permission for this scrapbook to be included in this digital collection. Digitization staff have divided the scrapbook into 7 parts for website use. The scrapbook collection, in all its parts combined, contains certificates of achievement presented to Gene Hiner, photographs of crime evidence, photographs of police officers, newspaper articles detailing events related to the Meridian Police Department and the City of Meridian, letters of recommendation in behalf of Gene Hiner, letters of recognition to MPD and Gene Hiner, and other items. The scrapbook collection as a whole contains content from 1956 to 1992. The majority of the content focuses from the 1960s into the early 1970s. ",Police forces; Police officers; Police service; Policemen; suburban police; Press and Police; Police Chiefs; Police-Public Relations,"Meridian, Idaho",43.6094542,-116.3931117,"Police Chief Gene Hiner Scrapbook, Meridian Police Department",pdf,text,application/pdf,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_mphinerscrapbook_part5.pdf,col008_mphinerscrapbook_part5,objects/col008_mphinerscrapbook_part5.pdf,objects/small/col008_mphinerscrapbook_part5_sm.jpg,objects/thumbs/col008_mphinerscrapbook_part5_th.jpg
col008_mp_54,Police Chief Gene Hiner Scrapbook Part 6,Gene Hiner Family,1956,"The Police Chief Gene Hiner Scrapbook was prepared by the family of Gene Hiner and gifted to the Meridian Police Department. The Hiner family and the MPD have provided permission for this scrapbook to be included in this digital collection. Digitization staff have divided the scrapbook into 7 parts for website use. The scrapbook collection, in all its parts combined, contains certificates of achievement presented to Gene Hiner, photographs of crime evidence, photographs of police officers, newspaper articles detailing events related to the Meridian Police Department and the City of Meridian, letters of recommendation in behalf of Gene Hiner, letters of recognition to MPD and Gene Hiner, and other items. The scrapbook collection as a whole contains content from 1956 to 1992. The majority of the content focuses from the 1960s into the early 1970s. ",Police forces; Police officers; Police service; Policemen; suburban police; Press and Police; Police Chiefs; Police-Public Relations,"Meridian, Idaho",43.6094542,-116.3931117,"Police Chief Gene Hiner Scrapbook, Meridian Police Department",pdf,text,application/pdf,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_mphinerscrapbook_part6.pdf,col008_mphinerscrapbook_part6,objects/col008_mphinerscrapbook_part6.pdf,objects/small/col008_mphinerscrapbook_part6_sm.jpg,objects/thumbs/col008_mphinerscrapbook_part6_th.jpg
col008_mp_55,Police Chief Gene Hiner Scrapbook Part 7,Gene Hiner Family,1956,"The Police Chief Gene Hiner Scrapbook was prepared by the family of Gene Hiner and gifted to the Meridian Police Department. The Hiner family and the MPD have provided permission for this scrapbook to be included in this digital collection. Digitization staff have divided the scrapbook into 7 parts for website use. The scrapbook collection, in all its parts combined, contains certificates of achievement presented to Gene Hiner, photographs of crime evidence, photographs of police officers, newspaper articles detailing events related to the Meridian Police Department and the City of Meridian, letters of recommendation in behalf of Gene Hiner, letters of recognition to MPD and Gene Hiner, and other items. The scrapbook collection as a whole contains content from 1956 to 1992. The majority of the content focuses from the 1960s into the early 1970s. ",Police forces; Police officers; Police service; Policemen; suburban police; Press and Police; Police Chiefs; Police-Public Relations,"Meridian, Idaho",43.6094542,-116.3931117,"Police Chief Gene Hiner Scrapbook, Meridian Police Department",pdf,text,application/pdf,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_mphinerscrapbook_part7.pdf,col008_mphinerscrapbook_part7,objects/col008_mphinerscrapbook_part7.pdf,objects/small/col008_mphinerscrapbook_part7_sm.jpg,objects/thumbs/col008_mphinerscrapbook_part7_th.jpg
col008_mp_56,Meridian Marshall Otis Pfost,Meridian Police Department,1903,"Photo of Marshall Otis Pfost, who served as Marshall (the designation of police chief came later), from September of 1903 to March of 1904. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_049.jpg,col008_meridianpolice_049,objects/col008_meridianpolice_049.jpg,objects/small/col008_meridianpolice_049_sm.jpg,objects/thumbs/col008_meridianpolice_049_th.jpg
col008_mp_57,Meridian Marshall John McGill,Meridian Police Department,1920,"Undated photo of John McGill, who served as Marshall (the designation of police chief came later) of Meridian from 1920 to 1922. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_050.jpg,col008_meridianpolice_050,objects/col008_meridianpolice_050.jpg,objects/small/col008_meridianpolice_050_sm.jpg,objects/thumbs/col008_meridianpolice_050_th.jpg
col008_mp_58,"Police Chief R.C. ""Rudy"" Rossow",Meridian Police Department,1944,Photo circa 1944 when Rudy Rossow served as Meridian Police Chief.,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_051.jpg,col008_meridianpolice_051,objects/col008_meridianpolice_051.jpg,objects/small/col008_meridianpolice_051_sm.jpg,objects/thumbs/col008_meridianpolice_051_th.jpg
col008_mp_59,"Police Chief W.O. ""Bud"" McGill",Meridian Police Department,1946,"Photo circa 1946 when Bud McGill, son of former Meridian Marshall John McGill,  served as Meridian Police Chief until his death in 1951.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_052.jpg,col008_meridianpolice_052,objects/col008_meridianpolice_052.jpg,objects/small/col008_meridianpolice_052_sm.jpg,objects/thumbs/col008_meridianpolice_052_th.jpg
col008_mp_60,Police Chief Steve McGill,Meridian Police Department,1953,"Photo of Steve McGill, son of former Marshall John McGill and brother of Police Chief Bud McGill. Steve McGill was named Meridian Chief of Police in August 1953 and for three years was the only officer in Meridian. In August of 1956, McGill was able to hire an extra officer so he was not on call 24 hours a day. Steve McGill remained Chief of Police until his death in December of 1960. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_053.jpg,col008_meridianpolice_053,objects/col008_meridianpolice_053.jpg,objects/small/col008_meridianpolice_053_sm.jpg,objects/thumbs/col008_meridianpolice_053_th.jpg
col008_mp_61,Police Chief Gary Green,Meridian Police Department,1974,"Photo of Police Chief Gary Green, who served from 1974-1979.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_054.jpg,col008_meridianpolice_054,objects/col008_meridianpolice_054.jpg,objects/small/col008_meridianpolice_054_sm.jpg,objects/thumbs/col008_meridianpolice_054_th.jpg
col008_mp_62,Police Chief Roger Sherwin,Meridian Police Department,1979,"Photo of Police Chief Roger Sherwin, who served from April 1979 to December 1980. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_055.jpg,col008_meridianpolice_055,objects/col008_meridianpolice_055.jpg,objects/small/col008_meridianpolice_055_sm.jpg,objects/thumbs/col008_meridianpolice_055_th.jpg
col008_mp_63,Police Chief Doug Nichols,Meridian Police Department,1981,"Photo of Police Chief Doug Nichols, who served from December 1980 to January 1985.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_056.jpg,col008_meridianpolice_056,objects/col008_meridianpolice_056.jpg,objects/small/col008_meridianpolice_056_sm.jpg,objects/thumbs/col008_meridianpolice_056_th.jpg
col008_mp_64,Police Chief Roy Porter,Meridian Police Department,1985,"Photo of Police Chief Roy Porter, who served from 1985-1989. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_057.jpg,col008_meridianpolice_057,objects/col008_meridianpolice_057.jpg,objects/small/col008_meridianpolice_057_sm.jpg,objects/thumbs/col008_meridianpolice_057_th.jpg
col008_mp_65,"Police Chief W.L. ""Bill"" Gordon (Color Photo)",Meridian Police Department,1989,"Photo of Police Chief Bill Gordon, who served from May 1989 to September 2001. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_058.jpg,col008_meridianpolice_058,objects/col008_meridianpolice_058.jpg,objects/small/col008_meridianpolice_058_sm.jpg,objects/thumbs/col008_meridianpolice_058_th.jpg
col008_mp_66,"Police Chief W.L. ""Bill"" Gordon (Black & White Photo)",Meridian Police Department,1989,"Photo of Police Chief Bill Gordon, who served from May 1989 to September 2001. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_059.jpg,col008_meridianpolice_059,objects/col008_meridianpolice_059.jpg,objects/small/col008_meridianpolice_059_sm.jpg,objects/thumbs/col008_meridianpolice_059_th.jpg
col008_mp_67,Police Chief Mike Worley,Meridian Police Department,2001,"Photo of Police Chief Mike Worley, who served from October 2001 to July 31, 2003. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_060.jpg,col008_meridianpolice_060,objects/col008_meridianpolice_060.jpg,objects/small/col008_meridianpolice_060_sm.jpg,objects/thumbs/col008_meridianpolice_060_th.jpg
col008_mp_68,"Police Chief William ""Bill"" Musser",Meridian Police Department,2003,"Photo of Police Chief William Musser, who served from August 2003 to August 2007. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_061.jpg,col008_meridianpolice_061,objects/col008_meridianpolice_061.jpg,objects/small/col008_meridianpolice_061_sm.jpg,objects/thumbs/col008_meridianpolice_061_th.jpg
col008_mp_69,Police Chief Jeff Lavey,Hill Photography,2007,"Photo of Police Chief Jeff Lavey, who served from September 2007 to January 3, 2021. Chief Lavey was selected after Meridian initially spent months looking nationally to fill the open vacancy after Musser retired. After narrowing the search down to two out of state finalists, Meridian bypassed their initial candidates and picked Lavey, preferring the current interim Police Chief. Photo by Hill Photography. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_062.jpg,col008_meridianpolice_062,objects/col008_meridianpolice_062.jpg,objects/small/col008_meridianpolice_062_sm.jpg,objects/thumbs/col008_meridianpolice_062_th.jpg
col008_mp_70,Meridian Police Car at City Hall Building,Meridian Police Department,1988,Meridian Police Car backed into parking space at corner of City Hall building (33 E. Idaho St.). Photo from 1988.,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_063.jpg,col008_meridianpolice_063,objects/col008_meridianpolice_063.jpg,objects/small/col008_meridianpolice_063_sm.jpg,objects/thumbs/col008_meridianpolice_063_th.jpg
col008_mp_71,Meridian City Police Building,Meridian Police Department,1993,Old Meridian Police Department Building at 201 E. Idaho Street. Photo from 1993.,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_064.jpg,col008_meridianpolice_064,objects/col008_meridianpolice_064.jpg,objects/small/col008_meridianpolice_064_sm.jpg,objects/thumbs/col008_meridianpolice_064_th.jpg
col008_mp_72,2011 Meridian Police Traffic Team,Detective Craig Fawley,2011,"2011 Meridian Police Traffic Team, from left to right: Officer Justin Root, Officer Monte Price, Sergeant John Gonzales, Corporal Mark Ford, Officer Will Stoy, and Officer Randall Goodspeed. Photography by Detective Craig Fawley",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_065.jpg,col008_meridianpolice_065,objects/col008_meridianpolice_065.jpg,objects/small/col008_meridianpolice_065_sm.jpg,objects/thumbs/col008_meridianpolice_065_th.jpg
col008_mp_73,Meridian Police Department Explorer Program,Meridian Police Department,2000,Photo circa 2000 shows Meridian Police Department Explorers.,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_066.jpg,col008_meridianpolice_066,objects/col008_meridianpolice_066.jpg,objects/small/col008_meridianpolice_066_sm.jpg,objects/thumbs/col008_meridianpolice_066_th.jpg
col008_mp_74,Meridian Police Department Records/Office Staff,Meridian Police Department,1997,"From left to right: Jean Moore, Laree Miller, Robyn Slocum. Photo 1997. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_067.jpg,col008_meridianpolice_067,objects/col008_meridianpolice_067.jpg,objects/small/col008_meridianpolice_067_sm.jpg,objects/thumbs/col008_meridianpolice_067_th.jpg
col008_mp_75,Meridian Police Department Officers,Meridian Police Department,1996,Photo circa 1996,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_068.jpg,col008_meridianpolice_068,objects/col008_meridianpolice_068.jpg,objects/small/col008_meridianpolice_068_sm.jpg,objects/thumbs/col008_meridianpolice_068_th.jpg
col008_mp_76,Meridian Police Department Officers,Meridian Police Department,1996,"Back Row: Kevin Robertson, Bill Musser, Gene Trakel; Middle Row: Eric Strolberg, Bill Volker, Rick Murphy, Chief Bill Gordon, Kathy Kirby, Steve Bradley, Brent Crystal; Front Row: Cindy Bradley, Bob Stowe, Dave Hoffmann, Rick Shadduck. Photo from 1996.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_069.jpg,col008_meridianpolice_069,objects/col008_meridianpolice_069.jpg,objects/small/col008_meridianpolice_069_sm.jpg,objects/thumbs/col008_meridianpolice_069_th.jpg
col008_mp_77,Meridian Police Department Staff at City Hall,Image West Studios,1990,"Meridian Police Department Staff on the steps of former Meridian City Hall Building. Back Row: Bob Giesler, Dough Weast, John Overton, Steve Boling, Bill Musser, Kevin Robertson, Chief Bill Gordon; Middle Row: Rick Murphy, Norm Williams, Jerry Payne, Steve Bradley, Dwight Hosford; Front Row: Gene Trakel, Jean Moore, Richard Donahue, Gary Cushman, Paul Carrera, Candy Tipton. Photo from 1990. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_070.jpg,col008_meridianpolice_070,objects/col008_meridianpolice_070.jpg,objects/small/col008_meridianpolice_070_sm.jpg,objects/thumbs/col008_meridianpolice_070_th.jpg
col008_mp_78,Meridian Police Department Staff,Meridian Police Department,1996-05-13,"Meridian Police Department Staff on May 13, 1996. Front Row: Chief W.L. ""Bill"" Gordon, LaRee Crystal, Candy Tipton, Jean Moore, Lieutenant Dave Bowman; Back Row: Detective Jim Miller, Detective Mike Lock, Detective John Overton, Detective Norm Williams, Alan Riggle (Animal Control), Detective Dwight Hosford, Detective Joe Miller",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_071.jpg,col008_meridianpolice_071,objects/col008_meridianpolice_071.jpg,objects/small/col008_meridianpolice_071_sm.jpg,objects/thumbs/col008_meridianpolice_071_th.jpg
col008_mp_79,"Ribbon Cutting Ceremony, New MPD Building",Meridian Police Department,1995-10-01,"New Meridian Police Department (201 E. Idaho Street) ribbon cutting ceremony on October 1, 1995. Prior to this, the Meridian Police Department shared the City Hall building. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_072.jpg,col008_meridianpolice_072,objects/col008_meridianpolice_072.jpg,objects/small/col008_meridianpolice_072_sm.jpg,objects/thumbs/col008_meridianpolice_072_th.jpg
col008_mp_80,Meridian Police Bike Patrol Officers,Meridian Police Department,1997,Meridian bike patrol officers Kevin Robertson and Jim Miller,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_073.jpg,col008_meridianpolice_073,objects/col008_meridianpolice_073.jpg,objects/small/col008_meridianpolice_073_sm.jpg,objects/thumbs/col008_meridianpolice_073_th.jpg
col008_mp_81,Meridian Motorcycle Officers,Meridian Police Department,1997,"Meridian motorcycle officers Sergeant Gene Trakel and Rick Murphy, with three currently unidentified individuals in the middle of the photo. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_074.jpg,col008_meridianpolice_074,objects/col008_meridianpolice_074.jpg,objects/small/col008_meridianpolice_074_sm.jpg,objects/thumbs/col008_meridianpolice_074_th.jpg
col008_mp_82,The Officers Bradley,Meridian Police Department,1996,Meridian police officers Cindy Bradley and Steve Bradley,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_075.jpg,col008_meridianpolice_075,objects/col008_meridianpolice_075.jpg,objects/small/col008_meridianpolice_075_sm.jpg,objects/thumbs/col008_meridianpolice_075_th.jpg
col008_mp_83,Photo of early Meridian Police Department Location (1981),Meridian Police Department,1981,"Photo of early Meridian Police Department Building, circa 1981",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_076.jpg,col008_meridianpolice_076,objects/col008_meridianpolice_076.jpg,objects/small/col008_meridianpolice_076_sm.jpg,objects/thumbs/col008_meridianpolice_076_th.jpg
col008_mp_84,Photo of early Meridian Police Department Location (1973),Meridian Police Department,1973,"Photo of early Meridian Police Department Building, circa 1973",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_077.jpg,col008_meridianpolice_077,objects/col008_meridianpolice_077.jpg,objects/small/col008_meridianpolice_077_sm.jpg,objects/thumbs/col008_meridianpolice_077_th.jpg
col008_mp_85,Meridian Police Drag Racing Car,Meridian Police Department,1998,"Meridian Police drag racing car with Police Chief Bill Gordon, in 1998 at Firebird Raceway in Eagle, Idaho.  ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_078.jpg,col008_meridianpolice_078,objects/col008_meridianpolice_078.jpg,objects/small/col008_meridianpolice_078_sm.jpg,objects/thumbs/col008_meridianpolice_078_th.jpg
col008_mp_86,Meridian PAL Ice Hockey 2000,Meridian Police Department,2000,Meridian PAL Ice Hockey 2000,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_079.jpg,col008_meridianpolice_079,objects/col008_meridianpolice_079.jpg,objects/small/col008_meridianpolice_079_sm.jpg,objects/thumbs/col008_meridianpolice_079_th.jpg
